COUNTY_NAME,MUNICIPALITY_NAME,PF_NAME,PERMIT_NUMBER,PF_KIND,MONITORING_PERIOD_BEGIN_DATE,MONITORING_PERIOD_END_DATE,SUBMISSION_DATE,OUTFALL_NUMBER,NON_COMPLIANCE_DATE,NON_COMPL_TYPE_DESC,NON_COMPL_CATEGORY_DESC,PARAMETER,SAMPLE_VALUE,VIOLATION_CONDITION,PERMIT_VALUE,UNIT_OF_MEASURE,STAT_BASE_CODE,DISCHARGE_COMMENTS,FACILITY_COMMENTS,Effective_Result,Is_Violation,Permit_Limit_Clean,Exceedance_Delta,Percent_of_Limit,Percent_Over_Limit,Severity,Data_Quality_Flag,Sample_Date,Month_Bucket,Compliance_Period_Key,Source_File,Ingested_At,Row_Hash,Has_Industrial_Parameters,Chemical_Laundering_Candidate,ACTIVITY_ID,VERSION_NMBR,PERM_FEATURE_ID,PERM_FEATURE_TYPE_CODE,LIMIT_SET_ID,LIMIT_SET_DESIGNATOR,LIMIT_SET_SCHEDULE_ID,LIMIT_ID,LIMIT_BEGIN_DATE,LIMIT_END_DATE,NMBR_OF_SUBMISSION,NMBR_OF_REPORT,PARAMETER_CODE,MONITORING_LOCATION_CODE,STAY_TYPE_CODE,LIMIT_VALUE_ID,LIMIT_VALUE_TYPE_CODE,LIMIT_VALUE_NMBR,LIMIT_UNIT_CODE,LIMIT_UNIT_DESC,STANDARD_UNIT_CODE,STATISTICAL_BASE_TYPE_CODE,LIMIT_VALUE_QUALIFIER_CODE,OPTIONAL_MONITORING_FLAG,LIMIT_SAMPLE_TYPE_CODE,LIMIT_FREQ_OF_ANALYSIS_CODE,STAY_VALUE_NMBR,LIMIT_TYPE_CODE,DMR_EVENT_ID,DMR_SAMPLE_TYPE_CODE,DMR_FREQ_OF_ANALYSIS_CODE,REPORTED_EXCURSION_NMBR,DMR_FORM_VALUE_ID,VALUE_TYPE_CODE,DMR_VALUE_ID,DMR_VALUE_NMBR,DMR_UNIT_CODE,DMR_UNIT_DESC,VALUE_RECEIVED_DATE,DAYS_LATE,NODI_CODE,EXCEEDENCE_PCT,NPDES_VIOLATION_ID,VIOLATION_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DATE,REGION,CHESAPEAKE_BAY_IND
"3602888392","AR0020001","0","3600585743","001","EXO","3600646875","A","3600892578","3606249928","11/01/2021","10/31/2026","1","1","01352","Discharge flow as % of stream flow","P","","3610690704","C3","35","23","%","23","%",35.0,"MQ","MAX","<=","N","CA","01/01","","ENF","3621052349","01/31/2026","CA","01/01","1","3915677537","C3","3867185127","55","23","%",55.0,"=","03/16/2026","18","","57","3687284940","E90","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","01/31/2026","","","","","","","","",55.0,True,35.0,20.0,157.14285714285714,57.14285714285714,"","","-001-Discharge flow as % of stream flow","EPA_ECHO","2026-03-25T14:13:42.066620",8732612270511785573,False,False
"3603861724","ARG790118","0","3600814876","001","EXO","3600872640","A","3601170608","3608574973","04/01/2021","03/31/2026","1","1","45501","Petrol hydrocarbons, total recoverable","1","","3614047959","C3","5","19","mg/L","19","mg/L",5.0,"DD","MAX","<=","N","GR","01/07","","ENF","3628569213","11/30/2025","","","","4008854118","C3","3859177677","10.5","","",10.5,"=","12/03/2025","","","110","3685500315","E90","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","11/30/2025","","","","","","","","",10.5,True,5.0,5.5,210.0,110.00000000000001,"","","-001-Petrol hydrocarbons, total recoverable","EPA_ECHO","2026-03-25T14:13:42.066620",-8570130202614695075,False,False
"3603861724","ARG790118","0","3600814876","001","EXO","3600872640","A","3601170608","3608574973","04/01/2021","03/31/2026","1","1","45501","Petrol hydrocarbons, total recoverable","1","","3614047958","C2","3.3","19","mg/L","19","mg/L",3.3,"MK","AVG","<=","N","GR","01/07","","ENF","3628569213","11/30/2025","","","","4008854117","C2","3859177676","6.5","","",6.5,"=","12/03/2025","","","97","3685500314","E90","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","11/30/2025","","","","","","","","",6.5,True,3.3,3.2,196.96969696969697,96.96969696969698,"","","-001-Petrol hydrocarbons, total recoverable","EPA_ECHO","2026-03-25T14:13:42.066620",-6603937717167984957,False,False
"3603861724","ARG790118","0","3600814876","001","EXO","3600872640","A","3601170608","3608574973","04/01/2021","03/31/2026","1","1","45501","Petrol hydrocarbons, total recoverable","1","","3614047959","C3","5","19","mg/L","19","mg/L",5.0,"DD","MAX","<=","N","GR","01/07","","ENF","3628569216","02/28/2026","GR","01/07","","4008854166","C3","3867330229","18.3","19","mg/L",18.3,"=","03/19/2026","","","266","3687289979","E90","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","02/28/2026","","","","","","","","",18.3,True,5.0,13.3,366.0,266.0,"","","-001-Petrol hydrocarbons, total recoverable","EPA_ECHO","2026-03-25T14:13:42.066620",6634155606148490992,False,False
"3601199764","AR0000752","0","3600229711","001","EXO","3600269721","A","3600376520","3602891255","10/01/2020","09/30/2022","1","1","70295","Solids, total dissolved","1","","3604935309","C3","356","19","mg/L","19","mg/L",356.0,"DD","MAX","<=","N","24","01/30","","ENF","3628012254","10/31/2025","24","01/30","2","4001121124","C3","3858810892","640","19","mg/L",640.0,"=","11/26/2025","1","","80","3684590897","E90","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","10/31/2025","","","","","","","","",640.0,True,356.0,284.0,179.7752808988764,79.7752808988764,"","","-001-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",9022009490159189657,False,False
"3601199764","AR0000752","0","3600229711","001","EXO","3600269721","A","3600376520","3602891255","10/01/2020","09/30/2022","1","1","70295","Solids, total dissolved","1","","3604935308","C2","237","19","mg/L","19","mg/L",237.0,"MK","AVG","<=","N","24","01/30","","ENF","3628012254","10/31/2025","24","01/30","2","4001121094","C2","3858810890","640","19","mg/L",640.0,"=","11/26/2025","1","","170","3684590896","E90","T","10/31/2025","3","10/31/2025","Effluent Limit Exceedance","Effluent Limit Exceedance","10/31/2025","","","","","","","","",640.0,True,237.0,403.0,270.042194092827,170.042194092827,"","","-001-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",7989698349593971764,False,False
"3601199764","AR0000752","0","3600229713","003","EXO","3600269725","Q","3600376524","3602863623","10/01/2020","09/30/2022","3","3","70295","Solids, total dissolved","1","Y","3604886497","C3","207","19","mg/L","19","mg/L",207.0,"DD","MAX","<=","N","GR","01/90","","ENF","3628880104","12/31/2025","GR","01/90","0","4012673595","C3","3862162624","350","19","mg/L",350.0,"=","01/20/2026","","","","","","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","12/31/2025","","","","","","","","",350.0,True,207.0,143.0,169.08212560386474,69.08212560386472,"","","-003-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",-7149615136514194276,False,False
"3601199764","AR0000752","0","3600229713","003","EXO","3600269725","Q","3600376524","3602863623","10/01/2020","09/30/2022","3","3","70295","Solids, total dissolved","1","Y","3604886496","C2","138","19","mg/L","19","mg/L",138.0,"MK","AVG","<=","N","GR","01/90","","ENF","3628880104","12/31/2025","GR","01/90","0","4012673592","C2","3862162623","350","19","mg/L",350.0,"=","01/20/2026","","","","","","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","12/31/2025","","","","","","","","",350.0,True,138.0,212.0,253.62318840579712,153.6231884057971,"","","-003-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",-4520627202784772685,False,False
"3601199764","AR0000752","0","3600230494","102","SUM","3600270531","A","3600377435","3602865494","10/01/2020","09/30/2022","1","1","70295","Solids, total dissolved","S","Y","3604889623","Q2","2007","26","lb/d","01","kg/d",911.17799234,"DD","MAX","<=","N","CA","01/30","","ENF","3628014172","10/31/2025","CA","01/30","2","4001144277","Q2","3858810699","16384.98","26","lb/d",7438.7808575,"=","11/26/2025","1","","","","","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","10/31/2025","","","","","","","","",7438.7808575,True,911.17799234,6527.60286516,816.3916293013658,716.3916293013658,"","","-102-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",-309495935009052135,False,False
"3601199764","AR0000752","0","3600230494","102","SUM","3600270531","A","3600377435","3602865494","10/01/2020","09/30/2022","1","1","70295","Solids, total dissolved","S","Y","3604889622","Q1","1338","26","lb/d","01","kg/d",607.4519949,"MK","AVG","<=","N","CA","01/30","","ENF","3628014172","10/31/2025","CA","01/30","2","4001144266","Q1","3858810698","16384.98","26","lb/d",7438.7808575,"=","11/26/2025","1","","","","","","","","","Effluent Limit Exceedance","Effluent Limit Exceedance","10/31/2025","","","","","","","","",7438.7808575,True,607.4519949,6831.328862599999,1224.5874439386089,1124.5874439386089,"","","-102-Solids, total dissolved","EPA_ECHO","2026-03-25T14:13:42.066620",-5439011242073453940,False,False
